1,-237.0184157
2,-236.8909289
3,-123.8825146
4,-93.46830413
5,29.17569867
6,124.2825575
7,245.5500477
8,427.3840939
9,505.9796923
10,533.644323
11,525.5092884
12,517.3880361
13,506.5068674
14,498.3787239
15,486.1244881
16,477.9963446
17,468.4847974
18,456.2305616
19,445.3528384
20,438.6012076
